"fixed.acidity";"volatile.acidity";"residual.sugar";"chlorides";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality";"pred.qual"
9,5;0,59;2,3;0,071;68;0,9992;3,46;0,63;9,5;"normal";0,997558255686844
9,9;0,54;2,3;0,071;40;0,9991;3,39;0,62;9,4;"normal";0,997645433436542
9,5;0,59;2,3;0,071;68;0,9992;3,46;0,63;9,5;"normal";0,997558255686844
9,9;0,54;2,3;0,071;40;0,9991;3,39;0,62;9,4;"normal";0,997645433436542
7,8;0,64;6;0,115;11;0,9984;3,37;0,69;10,1;"good";0,997035189188654
7,3;0,67;3,6;0,107;20;0,9972;3,4;0,63;10,1;"normal";0,997035189188654
8,3;0,845;2,2;0,07;14;0,9967;3,32;0,58;11;"bad";0,996250589441369
8,7;0,48;2,8;0,066;28;0,9964;3,33;0,67;11,2;"good";0,996076233941972
10,7;0,43;2,2;0,106;32;0,9986;2,89;0,5;9,6;"normal";0,997471077937146
15,9;0,36;7,5;0,096;71;0,9976;2,98;0,84;14,9;"normal";0,992850657203132
9,4;0,33;2,8;0,079;30;0,9976;3,12;0,54;12;"good";0,995378811944385
8,6;0,47;2,4;0,074;29;0,9979;3,08;0,46;9,5;"normal";0,997558255686844
9,7;0,55;2,9;0,087;53;1,0004;3,14;0,61;9,4;"normal";0,997645433436542
10,7;0,43;2,2;0,106;32;0,9986;2,89;0,5;9,6;"normal";0,997471077937146
12;0,5;1,4;0,073;42;0,998;2,92;0,68;10,5;"good";0,99668647818986
7,2;0,52;1,4;0,074;20;0,9973;3,32;0,81;9,6;"good";0,997471077937146
7,1;0,84;4,4;0,096;13;0,997;3,41;0,57;11;"bad";0,996250589441369
7,2;0,52;1,4;0,074;20;0,9973;3,32;0,81;9,6;"good";0,997471077937146
7,5;0,42;1,6;0,08;42;0,9978;3,31;0,64;9;"normal";0,997994144435336
7,2;0,57;1,6;0,076;27;0,9972;3,36;0,7;9,6;"good";0,997471077937146
10,1;0,28;1,8;0,05;13;0,9974;3,04;0,79;10,2;"good";0,996948011438956
12,1;0,4;2;0,092;54;1;3,03;0,66;10,2;"normal";0,996948011438956
9,4;0,59;2;0,084;48;0,9981;3,14;0,56;9,7;"normal";0,997383900187447
8,3;0,49;1,8;0,222;16;0,998;3,18;0,6;9,5;"good";0,997558255686844
11,3;0,34;2;0,082;15;0,9988;2,94;0,66;9,2;"good";0,997819788935939
10;0,73;2,3;0,059;31;0,9966;3,15;0,57;11;"normal";0,996250589441369
11,3;0,34;2;0,082;15;0,9988;2,94;0,66;9,2;"good";0,997819788935939
6,9;0,4;2,5;0,083;45;0,9959;3,26;0,58;10;"normal";0,997122366938352
8,2;0,73;1,7;0,074;13;0,9968;3,2;0,52;9,5;"normal";0,997558255686844
8,2;0,73;1,7;0,074;13;0,9968;3,2;0,52;9,5;"normal";0,997558255686844
10,8;0,4;2,2;0,084;17;0,9984;3,08;0,67;9,3;"good";0,997732611186241
9,3;0,41;2,2;0,064;31;0,9984;3,26;0,65;10,2;"normal";0,996948011438956
10,8;0,4;2,2;0,084;17;0,9984;3,08;0,67;9,3;"good";0,997732611186241
8,6;0,8;2,3;0,084;31;0,9979;3,4;0,48;9,9;"normal";0,997209544688051
8,3;0,78;2,6;0,081;87;0,9983;3,48;0,53;10;"normal";0,997122366938352
10,8;0,26;3,3;0,06;49;0,9972;3,13;0,54;9,6;"normal";0,997471077937146
13,3;0,43;1,9;0,07;40;1,0004;3,06;0,49;9;"normal";0,997994144435336
8;0,45;2,2;0,094;29;0,9962;3,21;0,49;10,2;"good";0,996948011438956
8,5;0,46;2,25;0,078;58;0,998;3,33;0,54;9,8;"normal";0,997296722437749
8,1;0,78;2,6;0,059;15;0,997;3,37;0,56;11,3;"normal";0,995989056192274
8,1;0,78;2,6;0,059;15;0,997;3,37;0,56;11,3;"normal";0,995989056192274
7,1;0,65;1,8;0,07;40;0,997;3,44;0,6;9,1;"normal";0,997906966685637
9,1;0,64;3,1;0,095;38;0,9998;3,28;0,59;9,7;"normal";0,997383900187447
7,7;0,66;1,6;0,039;9;0,9962;3,4;0,47;9,4;"normal";0,997645433436542
8,1;0,38;1,8;0,157;17;0,9976;3,3;1,05;9,4;"normal";0,997645433436542
7,4;1,185;4,25;0,097;14;0,9966;3,63;0,54;10,7;"bad";0,996512122690464
9,2;0,92;2,6;0,087;93;0,9998;3,48;0,54;9,8;"normal";0,997296722437749
8,6;0,49;2;0,422;62;0,9979;3,03;1,17;9;"normal";0,997994144435336
9;0,48;2,8;0,084;122;0,9984;3,32;0,62;9,4;"normal";0,997645433436542
5,1;0,47;1,3;0,034;44;0,9921;3,9;0,62;12,8;"good";0,994681389946798
7;0,65;2,1;0,066;25;0,9972;3,47;0,67;9,5;"good";0,997558255686844
7;0,65;2,1;0,066;25;0,9972;3,47;0,67;9,5;"good";0,997558255686844
9,4;0,615;3,2;0,087;72;1,0001;3,31;0,53;9,7;"normal";0,997383900187447
11,8;0,38;2,1;0,071;19;0,9986;3,11;0,62;10,8;"good";0,996424944940765
10,6;1,02;2,9;0,076;88;0,9984;3,08;0,57;10,1;"good";0,997035189188654
7;0,65;2,1;0,066;25;0,9972;3,47;0,67;9,5;"good";0,997558255686844
7;0,64;2,1;0,067;23;0,997;3,47;0,67;9,4;"good";0,997645433436542
7,5;0,38;2,6;0,073;84;0,9972;3,32;0,7;9,6;"bad";0,997471077937146
9,1;0,765;1,6;0,078;14;0,998;3,29;0,54;9,7;"bad";0,997383900187447
8,4;1,035;6;0,073;54;0,999;3,37;0,49;9,9;"normal";0,997209544688051
7;0,78;2;0,093;19;0,9956;3,4;0,47;10;"normal";0,997122366938352
7,4;0,49;3;0,077;37;0,9966;3,37;0,51;10,5;"normal";0,99668647818986
7,8;0,545;2,5;0,068;35;0,996;3,34;0,61;11,6;"good";0,995727522943178
9,7;0,31;1,6;0,062;33;0,9983;3,27;0,66;10;"good";0,997122366938352
10,6;1,025;2,8;0,08;84;0,9985;3,06;0,57;10,1;"normal";0,997035189188654
8,9;0,565;3;0,093;112;0,9998;3,38;0,61;9,5;"normal";0,997558255686844
8,7;0,69;3,2;0,084;33;0,9992;3,36;0,45;9,4;"normal";0,997645433436542
8;0,43;2,3;0,075;48;0,9976;3,34;0,46;9,4;"normal";0,997645433436542
9,9;0,74;2,6;0,078;77;0,998;3,28;0,51;9,8;"normal";0,997296722437749
7,2;0,49;2,7;0,069;34;0,9967;3,29;0,48;9,2;"good";0,997819788935939
8;0,43;2,3;0,075;48;0,9976;3,34;0,46;9,4;"normal";0,997645433436542
7,6;0,46;2,6;0,079;49;0,9968;3,21;0,57;10;"normal";0,997122366938352
8,4;0,56;2;0,082;22;0,9976;3,22;0,44;9,6;"normal";0,997471077937146
7,1;0,66;3,9;0,086;45;0,9976;3,46;0,54;9,5;"normal";0,997558255686844
8,4;0,56;2;0,082;22;0,9976;3,22;0,44;9,6;"normal";0,997471077937146
8,9;0,48;2,85;0,094;106;0,9982;3,1;0,53;9,2;"normal";0,997819788935939
7,6;0,42;2,7;0,084;48;0,9968;3,21;0,59;10;"normal";0,997122366938352
7,5;1,115;3,1;0,086;12;0,9958;3,54;0,6;11,2;"bad";0,996076233941972
9;0,66;3;0,077;13;0,9976;3,29;0,55;10,4;"normal";0,996773655939559
8,1;0,72;2,8;0,084;49;0,9994;3,43;0,72;11,1;"good";0,99616341169167
6,4;0,57;1,8;0,067;11;0,997;3,46;0,68;9,5;"normal";0,997558255686844
6,4;0,57;1,8;0,067;11;0,997;3,46;0,68;9,5;"normal";0,997558255686844
6,4;0,865;3,2;0,071;58;0,995;3,61;0,49;12,7;"good";0,994768567696496
9,5;0,55;2,3;0,387;37;0,9982;3,17;0,67;9,6;"normal";0,997471077937146
8,9;0,875;3,45;0,088;14;0,9994;3,44;0,52;11,5;"normal";0,995814700692877
7,3;0,835;2,1;0,092;19;0,9966;3,39;0,47;9,6;"normal";0,997471077937146
7;0,45;2,7;0,082;72;0,998;3,55;0,6;9,5;"normal";0,997558255686844
7,7;0,56;2;0,075;39;0,9987;3,48;0,62;9,3;"normal";0,997732611186241
7,7;0,965;2,1;0,112;22;0,9963;3,26;0,5;9,5;"normal";0,997558255686844
7,7;0,965;2,1;0,112;22;0,9963;3,26;0,5;9,5;"normal";0,997558255686844
8,2;0,59;2,5;0,093;58;1,0002;3,5;0,65;9,3;"good";0,997732611186241
9;0,46;2,8;0,092;104;0,9983;3,1;0,56;9,2;"normal";0,997819788935939
9;0,69;2,4;0,088;38;0,999;3,35;0,6;9,3;"normal";0,997732611186241
8,3;0,76;4,2;0,075;16;0,9965;3,45;0,68;11,5;"good";0,995814700692877
6,5;0,615;1,9;0,065;18;0,9972;3,46;0,65;9,2;"normal";0,997819788935939
11,6;0,41;2,8;0,096;101;1,00024;3,13;0,53;10;"normal";0,997122366938352
11,1;0,39;2,7;0,095;101;1,0001;3,13;0,51;9,5;"normal";0,997558255686844
7,3;0,51;2,1;0,07;28;0,99768;3,52;0,73;9,5;"good";0,997558255686844
8,2;0,34;2,5;0,08;57;0,9978;3,3;0,47;9;"good";0,997994144435336
8,6;0,33;2,6;0,083;68;0,99782;3,3;0,48;9,4;"normal";0,997645433436542
7,2;0,5;2,1;0,071;31;0,99761;3,52;0,72;9,6;"good";0,997471077937146
7,3;0,51;2,1;0,07;28;0,99768;3,52;0,73;9,5;"good";0,997558255686844
8,3;0,65;2,9;0,089;40;0,99803;3,29;0,55;9,5;"normal";0,997558255686844
8,3;0,65;2,9;0,089;40;0,99803;3,29;0,55;9,5;"normal";0,997558255686844
7,6;0,54;2,5;0,097;66;0,99785;3,39;0,61;9,4;"normal";0,997645433436542
8,3;0,65;2,9;0,089;40;0,99803;3,29;0,55;9,5;"normal";0,997558255686844
7,8;0,48;1,7;0,415;32;0,99656;3,09;1,06;9,1;"good";0,997906966685637
7,8;0,91;1,9;0,058;47;0,99525;3,51;0,43;10,7;"good";0,996512122690464
6,3;0,98;2;0,057;33;0,99488;3,6;0,46;11,2;"good";0,996076233941972
8,1;0,87;2,2;0,084;31;0,99656;3,25;0,5;9,8;"normal";0,997296722437749
8,1;0,87;2,2;0,084;31;0,99656;3,25;0,5;9,8;"normal";0,997296722437749
8,8;0,42;2,5;0,092;88;0,99823;3,19;0,52;9,2;"normal";0,997819788935939
9;0,58;2,8;0,075;104;0,99779;3,23;0,57;9,7;"normal";0,997383900187447
9,3;0,655;2;0,096;35;0,99738;3,25;0,42;9,6;"normal";0,997471077937146
8,8;0,7;1,7;0,069;19;0,99701;3,31;0,53;10;"good";0,997122366938352
9,3;0,655;2;0,096;35;0,99738;3,25;0,42;9,6;"normal";0,997471077937146
9,1;0,68;2,8;0,093;44;0,99888;3,31;0,55;9,5;"good";0,997558255686844
9,2;0,67;3;0,091;48;0,99888;3,31;0,54;9,5;"good";0,997558255686844
8,8;0,59;2,9;0,089;74;0,99738;3,14;0,54;9,4;"normal";0,997645433436542
7,5;0,6;2,7;0,103;98;0,99938;3,45;0,62;9,5;"normal";0,997558255686844
7,1;0,59;2,3;0,082;94;0,99744;3,55;0,53;9,7;"good";0,997383900187447
7,9;0,72;1,9;0,076;32;0,99668;3,39;0,54;9,6;"normal";0,997471077937146
7,1;0,59;2,3;0,082;94;0,99744;3,55;0,53;9,7;"good";0,997383900187447
7,9;0,4;1,8;0,157;44;0,9973;3,3;0,92;9,5;"good";0,997558255686844
7,9;0,4;1,8;0,157;45;0,99727;3,31;0,91;9,5;"good";0,997558255686844
7,2;1;3;0,102;16;0,99586;3,43;0,46;10;"normal";0,997122366938352
6,9;0,765;2,4;0,243;48;0,99612;3,4;0,6;10,3;"good";0,996860833689257
6,9;0,635;2,4;0,241;18;0,9961;3,4;0,59;10,3;"good";0,996860833689257
8,3;0,43;3,4;0,079;34;0,99788;3,36;0,61;10,5;"normal";0,99668647818986
7,1;0,52;2,6;0,076;92;0,99745;3,5;0,6;9,8;"normal";0,997296722437749
7;0,57;2;0,19;45;0,99676;3,31;0,6;9,4;"good";0,997645433436542
6,5;0,46;2,4;0,114;37;0,99732;3,66;0,65;9,8;"normal";0,997296722437749
9;0,82;2,4;0,081;96;0,99814;3,36;0,53;10;"normal";0,997122366938352
6,5;0,46;2,4;0,114;37;0,99732;3,66;0,65;9,8;"normal";0,997296722437749
7,1;0,59;2,5;0,077;85;0,99746;3,55;0,59;9,8;"normal";0,997296722437749
9,9;0,35;2,3;0,083;61;0,9982;3,21;0,5;9,5;"normal";0,997558255686844
9,9;0,35;2,3;0,083;61;0,9982;3,21;0,5;9,5;"normal";0,997558255686844
10;0,56;2,2;0,079;58;0,9991;3,18;0,56;10,1;"good";0,997035189188654
10;0,56;2,2;0,079;58;0,9991;3,18;0,56;10,1;"good";0,997035189188654
8,6;0,63;2,9;0,099;119;0,998;3,09;0,52;9,3;"normal";0,997732611186241
7,4;0,37;2,6;0,082;82;0,99708;3,33;0,68;9,7;"good";0,997383900187447
7,1;0,61;2,5;0,081;87;0,99745;3,48;0,6;9,7;"good";0,997383900187447
7,7;0,6;2,6;0,055;13;0,99639;3,38;0,56;10,8;"normal";0,996424944940765
10,1;0,27;2,3;0,065;26;0,99531;3,17;0,53;12,5;"good";0,994942923195893
10,8;0,89;2,6;0,132;60;0,99786;2,99;1,18;10,2;"normal";0,996948011438956
8,7;0,46;2,5;0,126;64;0,99746;3,1;0,74;9,6;"normal";0,997471077937146
9,3;0,37;1,6;0,038;42;0,99526;3,24;0,81;10,8;"good";0,996424944940765
9,4;0,5;3,6;0,082;14;0,9987;3,29;0,52;10,7;"good";0,996512122690464
9,4;0,5;3,6;0,082;14;0,9987;3,29;0,52;10,7;"good";0,996512122690464
7,2;0,61;4;0,082;108;0,99641;3,25;0,51;9,4;"normal";0,997645433436542
8,6;0,55;3,3;0,068;17;0,99735;3,23;0,44;10;"normal";0,997122366938352
5,1;0,585;1,7;0,044;86;0,99264;3,56;0,94;12,9;"good";0,9945942121971
7,7;0,56;2,5;0,114;46;0,9971;3,24;0,66;9,6;"good";0,997471077937146
8,4;0,52;2,7;0,084;18;0,99682;3,26;0,57;9,9;"good";0,997209544688051
8,2;0,28;2,4;0,052;10;0,99356;3,33;0,7;12,8;"good";0,994681389946798
8,4;0,25;2;0,041;10;0,99386;3,27;0,71;12,5;"good";0,994942923195893
8,2;0,28;2,4;0,052;10;0,99356;3,33;0,7;12,8;"good";0,994681389946798
7,4;0,53;1,9;0,165;12;0,99702;3,26;0,86;9,2;"normal";0,997819788935939
7,6;0,48;2,8;0,07;15;0,99693;3,22;0,55;10,3;"good";0,996860833689257
7,3;0,49;2,6;0,068;14;0,99562;3,3;0,47;10,5;"normal";0,99668647818986
12,9;0,5;2,8;0,072;24;1,00012;3,09;0,68;10,9;"good";0,996337767191067
10,8;0,45;2,5;0,099;38;0,99818;3,24;0,71;10,8;"normal";0,996424944940765
6,9;0,39;2,1;0,102;7;0,99462;3,44;0,58;11,4;"bad";0,995901878442575
12,6;0,41;2,8;0,103;41;0,99939;3,21;0,76;11,3;"good";0,995989056192274
10,8;0,45;2,5;0,099;38;0,99818;3,24;0,71;10,8;"normal";0,996424944940765
9,8;0,51;3,2;0,081;30;0,9984;3,23;0,58;10,5;"good";0,99668647818986
10,8;0,29;1,6;0,084;27;0,99545;3,28;0,73;11,9;"good";0,995465989694083
7,1;0,715;2,35;0,071;47;0,99632;3,29;0,45;9,4;"normal";0,997645433436542
9,1;0,66;3,2;0,097;59;0,99976;3,28;0,54;9,6;"normal";0,997471077937146
7;0,685;1,9;0,099;22;0,99606;3,34;0,6;9,7;"normal";0,997383900187447
4,9;0,42;2,1;0,048;42;0,99154;3,71;0,74;14;"good";0,993635256950418
6,7;0,54;2;0,076;36;0,9973;3,61;0,64;9,8;"normal";0,997296722437749
6,7;0,54;2;0,076;36;0,9973;3,61;0,64;9,8;"normal";0,997296722437749
7,1;0,48;2,8;0,068;16;0,99682;3,24;0,53;10,3;"normal";0,996860833689257
7,1;0,46;2,8;0,076;37;0,99624;3,36;0,49;10,7;"normal";0,996512122690464
7,5;0,27;2,3;0,05;8;0,9951;3,4;0,64;11;"good";0,996250589441369
7,1;0,46;2,8;0,076;37;0,99624;3,36;0,49;10,7;"normal";0,996512122690464
7,8;0,57;2,3;0,065;45;0,99417;3,46;0,74;12,7;"good";0,994768567696496
5,9;0,61;2,1;0,071;24;0,99376;3,56;0,77;11,1;"good";0,99616341169167
7,5;0,685;2,5;0,058;9;0,99632;3,38;0,55;10,9;"bad";0,996337767191067
5,9;0,61;2,1;0,071;24;0,99376;3,56;0,77;11,1;"good";0,99616341169167
10,4;0,44;1,5;0,145;48;0,99832;3,38;0,86;9,9;"bad";0,997209544688051
11,6;0,47;1,6;0,147;51;0,99836;3,38;0,86;9,9;"bad";0,997209544688051
8,8;0,685;1,6;0,088;23;0,99694;3,32;0,47;9,4;"normal";0,997645433436542
7,6;0,665;1,5;0,066;55;0,99655;3,39;0,51;9,3;"normal";0,997732611186241
6,7;0,28;2,4;0,012;100;0,99064;3,26;0,39;11,7;"good";0,99564034519348
6,7;0,28;2,4;0,012;100;0,99064;3,26;0,39;11,7;"good";0,99564034519348
10,1;0,31;1,6;0,075;28;0,99672;3,24;0,83;11,2;"good";0,996076233941972
6;0,5;2,2;0,092;26;0,99647;3,46;0,47;10;"normal";0,997122366938352
11,1;0,42;2,65;0,085;34;0,99736;3,24;0,77;12,1;"good";0,995291634194687
6,6;0,66;3;0,115;31;0,99629;3,45;0,63;10,3;"normal";0,996860833689257
10,6;0,5;2,6;0,119;68;0,99708;3,23;0,72;10,9;"good";0,996337767191067
7,1;0,685;2;0,088;92;0,9963;3,28;0,62;9,4;"normal";0,997645433436542
9,9;0,25;1,7;0,062;42;0,9959;3,18;0,83;10,6;"good";0,996599300440162
6,4;0,64;1,8;0,081;31;0,99689;3,59;0,66;9,8;"normal";0,997296722437749
6,4;0,64;1,8;0,081;31;0,99689;3,59;0,66;9,8;"normal";0,997296722437749
7,4;0,68;1,8;0,078;39;0,9977;3,5;0,7;9,9;"good";0,997209544688051
6,4;0,64;1,8;0,081;31;0,99689;3,59;0,66;9,8;"normal";0,997296722437749
6,4;0,63;1,6;0,08;32;0,99689;3,58;0,66;9,8;"normal";0,997296722437749
9,3;0,43;1,9;0,085;22;0,99708;3,28;0,55;9,5;"normal";0,997558255686844
9,3;0,43;1,9;0,085;22;0,99708;3,28;0,55;9,5;"normal";0,997558255686844
8;0,42;2,5;0,08;122;0,99801;3,22;1,07;9,7;"normal";0,997383900187447
9,3;0,36;1,5;0,08;55;0,99652;3,47;0,73;10,9;"good";0,996337767191067
9,3;0,36;1,5;0,08;55;0,99652;3,47;0,73;10,9;"good";0,996337767191067
7,6;0,735;2,5;0,071;14;0,99538;3,51;0,71;11,7;"good";0,99564034519348
9,3;0,36;1,5;0,08;55;0,99652;3,47;0,73;10,9;"good";0,996337767191067
8,2;0,26;2,5;0,073;47;0,99594;3,4;0,78;11,3;"good";0,995989056192274
11,7;0,28;1,7;0,054;32;0,99686;3,15;0,67;10,6;"good";0,996599300440162
6,8;0,56;1,8;0,074;24;0,99438;3,4;0,82;11,2;"good";0,996076233941972
7,2;0,62;2,7;0,077;85;0,99746;3,51;0,54;9,5;"normal";0,997558255686844
5,8;1,01;2;0,039;88;0,99357;3,66;0,6;11,5;"good";0,995814700692877
7,5;0,42;2,7;0,067;25;0,99628;3,24;0,44;10,4;"normal";0,996773655939559
7,2;0,62;2,5;0,078;84;0,99746;3,51;0,53;9,7;"normal";0,997383900187447
7,2;0,62;2,7;0,077;85;0,99746;3,51;0,54;9,5;"normal";0,997558255686844
7,2;0,635;2,6;0,077;86;0,99748;3,51;0,54;9,7;"normal";0,997383900187447
6,8;0,49;2,3;0,071;24;0,99438;3,41;0,83;11,3;"good";0,995989056192274
6,9;0,51;2;0,072;22;0,99438;3,4;0,84;11,2;"good";0,996076233941972
6,8;0,56;1,8;0,074;24;0,99438;3,4;0,82;11,2;"good";0,996076233941972
7,6;0,63;2;0,08;43;0,99578;3,44;0,64;10,9;"good";0,996337767191067
7,7;0,715;2,1;0,064;43;0,99371;3,41;0,57;11,8;"good";0,995553167443782
6,9;0,56;1,5;0,086;46;0,99522;3,53;0,57;10,6;"normal";0,996599300440162
7,3;0,35;2;0,067;48;0,99576;3,43;0,54;10;"bad";0,997122366938352
9,1;0,21;1,6;0,067;10;0,99552;3,23;0,58;11,1;"good";0,99616341169167
10,4;0,38;2,1;0,104;10;0,99664;3,12;0,65;11,8;"good";0,995553167443782
8,8;0,31;2,8;0,109;16;0,99614;3,31;0,79;11,8;"good";0,995553167443782
7,1;0,47;2,2;0,067;14;0,99517;3,4;0,58;10,9;"bad";0,996337767191067
7,7;0,715;2,1;0,064;43;0,99371;3,41;0,57;11,8;"good";0,995553167443782
8,8;0,61;4;0,094;69;0,99787;3,22;0,5;10;"good";0,997122366938352
7,2;0,6;2,5;0,076;88;0,99745;3,53;0,55;9,5;"normal";0,997558255686844
9,2;0,56;1,6;0,078;21;0,99576;3,15;0,49;9,9;"normal";0,997209544688051
7,6;0,715;2,1;0,068;35;0,99533;3,48;0,65;11,4;"good";0,995901878442575
8,4;0,31;3,1;0,194;26;0,99536;3,22;0,78;12;"good";0,995378811944385
7,2;0,6;2,5;0,076;88;0,99745;3,53;0,55;9,5;"normal";0,997558255686844
8,8;0,61;4;0,094;69;0,99787;3,22;0,5;10;"good";0,997122366938352
8,9;0,75;2,5;0,086;30;0,99824;3,34;0,64;10,5;"normal";0,99668647818986
9;0,8;2,4;0,083;28;0,99836;3,33;0,65;10,4;"good";0,996773655939559
10,7;0,52;2,6;0,066;56;0,99577;3,15;0,79;12,1;"good";0,995291634194687
6,8;0,57;2,5;0,072;64;0,99491;3,43;0,56;11,2;"good";0,996076233941972
10,7;0,9;6,6;0,112;99;1,00289;3,22;0,68;9,3;"normal";0,997732611186241
7,2;0,34;2;0,071;52;0,99576;3,44;0,58;10,1;"normal";0,997035189188654
7,2;0,66;2,3;0,078;86;0,99743;3,53;0,57;9,7;"normal";0,997383900187447
10,1;0,45;1,9;0,082;18;0,99774;3,22;0,65;9,3;"good";0,997732611186241
7,2;0,66;2,3;0,078;86;0,99743;3,53;0,57;9,7;"normal";0,997383900187447
7,2;0,63;2,2;0,08;88;0,99745;3,53;0,58;9,8;"good";0,997296722437749
7,1;0,59;2,3;0,08;43;0,9955;3,42;0,58;10,7;"good";0,996512122690464
8,3;0,31;2,4;0,078;43;0,99444;3,31;0,77;12,5;"good";0,994942923195893
7,1;0,59;2,3;0,08;43;0,9955;3,42;0,58;10,7;"good";0,996512122690464
8,3;0,31;2,4;0,078;43;0,99444;3,31;0,77;12,5;"good";0,994942923195893
8,3;1,02;3,4;0,084;11;0,99892;3,48;0,49;11;"bad";0,996250589441369
8,9;0,31;2,6;0,056;39;0,99562;3,4;0,69;11,8;"normal";0,995553167443782
7,4;0,635;2,4;0,08;33;0,99736;3,58;0,69;10,8;"good";0,996424944940765
7,4;0,635;2,4;0,08;33;0,99736;3,58;0,69;10,8;"good";0,996424944940765
6,8;0,59;6;0,06;18;0,9962;3,41;0,59;10,8;"good";0,996424944940765
6,8;0,59;6;0,06;18;0,9962;3,41;0,59;10,8;"good";0,996424944940765
9,2;0,58;3;0,081;115;0,998;3,23;0,59;9,5;"normal";0,997558255686844
7,2;0,54;2,6;0,084;78;0,9964;3,39;0,71;11;"normal";0,996250589441369
6,1;0,56;2,2;0,079;9;0,9948;3,59;0,54;11,5;"good";0,995814700692877
7,4;0,52;2,4;0,078;61;0,99528;3,43;0,59;10,8;"good";0,996424944940765
7,3;0,305;1,2;0,059;11;0,99331;3,29;0,52;11,5;"good";0,995814700692877
9,3;0,38;3,8;0,132;11;0,99577;3,23;0,57;13,2;"good";0,994332678948005
9,1;0,28;9;0,114;9;0,99901;3,18;0,6;10,9;"good";0,996337767191067
10;0,46;2,9;0,065;8;0,99674;3,33;0,62;12,2;"good";0,995204456444988
9,4;0,395;4,6;0,094;10;0,99639;3,27;0,64;12,2;"good";0,995204456444988
7,3;0,305;1,2;0,059;11;0,99331;3,29;0,52;11,5;"good";0,995814700692877
8,6;0,315;2,2;0,079;6;0,99512;3,27;0,67;11,9;"good";0,995465989694083
5,3;0,715;1,5;0,161;62;0,99395;3,62;0,61;11;"normal";0,996250589441369
6,8;0,41;8,8;0,084;45;0,99824;3,38;0,64;10,1;"good";0,997035189188654
8,4;0,36;2,2;0,081;79;0,9964;3,3;0,72;11;"good";0,996250589441369
8,4;0,62;1,8;0,072;46;0,99504;3,38;0,89;11,8;"good";0,995553167443782
9,6;0,41;2,3;0,091;23;0,99786;3,24;0,56;10,5;"normal";0,99668647818986
8,4;0,36;2,2;0,081;79;0,9964;3,3;0,72;11;"good";0,996250589441369
8,4;0,62;1,8;0,072;46;0,99504;3,38;0,89;11,8;"good";0,995553167443782
6,8;0,41;8,8;0,084;45;0,99824;3,38;0,64;10,1;"good";0,997035189188654
8,6;0,47;2,3;0,055;28;0,99516;3,18;0,8;11,2;"normal";0,996076233941972
8,6;0,22;1,9;0,064;77;0,99604;3,47;0,87;11;"good";0,996250589441369
9,4;0,24;2,3;0,061;73;0,99786;3,47;0,9;10,2;"good";0,996948011438956
8,4;0,67;2,2;0,093;75;0,99736;3,2;0,59;9,2;"bad";0,997819788935939
8,6;0,47;2,3;0,055;28;0,99516;3,18;0,8;11,2;"normal";0,996076233941972
8,7;0,33;3,3;0,063;19;0,99468;3,3;0,73;12;"good";0,995378811944385
6,6;0,61;1,9;0,08;25;0,99746;3,69;0,73;10,5;"normal";0,99668647818986
7,4;0,61;2;0,074;38;0,99748;3,48;0,65;9,8;"normal";0,997296722437749
7,6;0,4;1,9;0,078;66;0,9971;3,45;0,59;9,5;"good";0,997558255686844
7,4;0,61;2;0,074;38;0,99748;3,48;0,65;9,8;"normal";0,997296722437749
6,6;0,61;1,9;0,08;25;0,99746;3,69;0,73;10,5;"normal";0,99668647818986
8,8;0,3;2,3;0,06;72;0,99543;3,39;0,72;11,8;"good";0,995553167443782
8,8;0,3;2,3;0,06;72;0,99543;3,39;0,72;11,8;"good";0,995553167443782
12;0,63;1,4;0,071;26;0,99791;3,07;0,6;10,4;"bad";0,996773655939559
7,2;0,38;2,8;0,068;42;0,99356;3,34;0,72;12,9;"good";0,9945942121971
6,2;0,46;1,6;0,073;11;0,99425;3,61;0,54;11,4;"normal";0,995901878442575
9,6;0,33;2,2;0,074;25;0,99509;3,36;0,76;12,4;"good";0,995030100945591
9,9;0,27;5;0,082;17;0,99484;3,19;0,52;12,5;"good";0,994942923195893
10,1;0,43;2,6;0,092;52;0,99834;3,22;0,64;10;"good";0,997122366938352
9,8;0,5;2,3;0,094;45;0,99864;3,24;0,6;9,7;"good";0,997383900187447
8,3;0,3;3,8;0,09;24;0,99498;3,27;0,64;12,1;"good";0,995291634194687
10,2;0,44;2;0,071;20;0,99566;3,14;0,79;11,1;"good";0,99616341169167
10,2;0,44;4,1;0,092;24;0,99745;3,29;0,99;12;"good";0,995378811944385
8,3;0,28;2,1;0,093;12;0,99408;3,26;0,62;12,4;"good";0,995030100945591
8,9;0,12;1,8;0,075;21;0,99552;3,41;0,76;11,9;"good";0,995465989694083
8,9;0,12;1,8;0,075;21;0,99552;3,41;0,76;11,9;"good";0,995465989694083
8,9;0,12;1,8;0,075;21;0,99552;3,41;0,76;11,9;"good";0,995465989694083
8,3;0,28;2,1;0,093;12;0,99408;3,26;0,62;12,4;"good";0,995030100945591
8,2;0,31;2,2;0,058;10;0,99536;3,31;0,68;11,2;"good";0,996076233941972
10,2;0,34;2,1;0,052;9;0,99458;3,2;0,69;12,1;"good";0,995291634194687
7,6;0,43;2,7;0,082;11;0,99538;3,44;0,54;12,2;"good";0,995204456444988
